concept,prefLabel,altLabels
https://soilwise-he.github.io/soil-health#AgriculturalLandParcels,agricultural land parcels,
https://soilwise-he.github.io/soil-health#AgriculturalLandUses,agricultural land uses,
https://soilwise-he.github.io/soil-health#AgriculturalPolicies,agricultural policies,
https://soilwise-he.github.io/soil-health#AgriculturalPotential,agricultural potential,
https://soilwise-he.github.io/soil-health#AgriculturalPractices,agricultural practices,
https://soilwise-he.github.io/soil-health#AgriculturalSoilManagement,agricultural soil management,
https://soilwise-he.github.io/soil-health#AgriculturalSoils,agricultural soils,agricultural soil
https://soilwise-he.github.io/soil-health#AgriculturalSubsidies,agricultural subsidies,
https://soilwise-he.github.io/soil-health#Agriculture,agriculture,
https://soilwise-he.github.io/soil-health#Air,air,
https://soilwise-he.github.io/soil-health#AirCapacity,air capacity,
https://soilwise-he.github.io/soil-health#AirExchange,air exchange,
https://soilwise-he.github.io/soil-health#AirIndoorInhalation,air indoor inhalation,
https://soilwise-he.github.io/soil-health#AirPermeability,air permeability,
https://soilwise-he.github.io/soil-health#AirQuality,air quality,
https://soilwise-he.github.io/soil-health#Albeluvisols,Albeluvisols,
https://soilwise-he.github.io/soil-health#Alfisols,alfisols,
https://soilwise-he.github.io/soil-health#Algae,algae,
https://soilwise-he.github.io/soil-health#AllochthonousMaterials,allochthonous materials,
https://soilwise-he.github.io/soil-health#AlluvialDeposits,alluvial deposits,
https://soilwise-he.github.io/soil-health#Aluminium,aluminium,
https://soilwise-he.github.io/soil-health#AluminiumOxideContent,aluminium oxide content,
https://soilwise-he.github.io/soil-health#AluminiumRelease,aluminium release,
https://soilwise-he.github.io/soil-health#AluminiumToBaseCationsRatio,aluminium to base cations ratio,
https://soilwise-he.github.io/soil-health#AluminiumToxicity,aluminium toxicity,
https://soilwise-he.github.io/soil-health#AminoAcids,amino acids,
https://soilwise-he.github.io/soil-health#Ammonia,ammonia,
https://soilwise-he.github.io/soil-health#AmmoniaOxidisers,ammonia oxidisers,
https://soilwise-he.github.io/soil-health#Ammonium,ammonium,
https://soilwise-he.github.io/soil-health#AmmoniumBasedFertilizers,ammonium-based fertilisers,
https://soilwise-he.github.io/soil-health#AmmoniumNitrogen,ammonium nitrogen,ammonium N
https://soilwise-he.github.io/soil-health#Amoebae,amoebae,
https://soilwise-he.github.io/soil-health#AmountOfColonyFormingUnits,amount of colony forming units,
https://soilwise-he.github.io/soil-health#AmountOfCultivableBacteria,amount of cultivable bacteria,
https://soilwise-he.github.io/soil-health#AmountOfCultivableBacteriaInConiferousForestStands,amount of cultivable bacteria in coniferous forest stands,
https://soilwise-he.github.io/soil-health#AmountOfCultivableBacteriaInDeciduousForestStands,amount of cultivable bacteria in deciduous forest stands,
https://soilwise-he.github.io/soil-health#AmountOfDepositionOfSubsoil,amount of deposition of subsoil,
https://soilwise-he.github.io/soil-health#AmountOfExposureOfSubsoil,amount of exposure of subsoil,
https://soilwise-he.github.io/soil-health#AmountOfSediments,amount of sediments,
https://soilwise-he.github.io/soil-health#AmountOfSewageSludgeAppliedPerUnitAreaOfAgriculturalLand,amount of sewage sludge applied per unit area of agricultural land,
https://soilwise-he.github.io/soil-health#AnalyticalMethodologies,analytical methodologies,
https://soilwise-he.github.io/soil-health#Anecics,anecics,
https://soilwise-he.github.io/soil-health#AnimalHealth,animal health,
https://soilwise-he.github.io/soil-health#AnimalManure,animal manure,
https://soilwise-he.github.io/soil-health#AnimalMedicines,animal medicines,
https://soilwise-he.github.io/soil-health#AnimalProducts,animal products,
https://soilwise-he.github.io/soil-health#AnimalResidues,animal residues,
https://soilwise-he.github.io/soil-health#AnimalTrampling,animal trampling,
https://soilwise-he.github.io/soil-health#Animals,animals,
https://soilwise-he.github.io/soil-health#AnnualSoilLoss,annual soil loss,
https://soilwise-he.github.io/soil-health#Anoxic,anoxic,
https://soilwise-he.github.io/soil-health#AnthropogenicErosion,anthropogenic erosion,
https://soilwise-he.github.io/soil-health#AnthropogenicProcesses,anthropogenic processes,
https://soilwise-he.github.io/soil-health#Antibiotics,antibiotics,
https://soilwise-he.github.io/soil-health#Antimicrobials,antimicrobials,
https://soilwise-he.github.io/soil-health#ApproachRoadNetwork,approach road network,
https://soilwise-he.github.io/soil-health#Approaches,approaches,
https://soilwise-he.github.io/soil-health#AquaticEcosystems,aquatic ecosystems,
https://soilwise-he.github.io/soil-health#AquaticOrganisms,aquatic organisms,
https://soilwise-he.github.io/soil-health#ArableCropping,arable cropping,
https://soilwise-he.github.io/soil-health#ArableCroppingSystems,arable cropping systems,
https://soilwise-he.github.io/soil-health#ArableCrops,arable crops,
https://soilwise-he.github.io/soil-health#ArableLand,arable land,
https://soilwise-he.github.io/soil-health#ArableSoils,arable soils,
https://soilwise-he.github.io/soil-health#Archaea,archaea,
https://soilwise-he.github.io/soil-health#AreaBetweenDikes,area between dikes,
https://soilwise-he.github.io/soil-health#AreaOfOrganicSoils,area of organic soils,
https://soilwise-he.github.io/soil-health#AromaticHydrocarbons,aromatic hydrocarbons,
https://soilwise-he.github.io/soil-health#ArrangementOfHumusConstituents,arrangement of humus constituents,
https://soilwise-he.github.io/soil-health#Arsenic,arsenic,
https://soilwise-he.github.io/soil-health#ArtificialAreas,artificial areas,
https://soilwise-he.github.io/soil-health#ArtificialNonagriculturalVegetatedAreas,artificial non-agricultural vegetated areas,
https://soilwise-he.github.io/soil-health#ArtificialSurfaces,artificial surfaces,artificial surface
https://soilwise-he.github.io/soil-health#Artificialisation,artificialisation,
https://soilwise-he.github.io/soil-health#ArtificialisedLand,artificialised land,
https://soilwise-he.github.io/soil-health#ArtificialisedSoils,artificialised soils,
https://soilwise-he.github.io/soil-health#Asphalt,asphalt,
https://soilwise-he.github.io/soil-health#AssessmentCriteria,assessment criteria,
https://soilwise-he.github.io/soil-health#AssociatedLand,associated land,
https://soilwise-he.github.io/soil-health#Assumptions,assumptions,
https://soilwise-he.github.io/soil-health#Atmosphere,atmosphere,
https://soilwise-he.github.io/soil-health#AtmosphericDeposition,atmospheric deposition,
https://soilwise-he.github.io/soil-health#AttachedCations,attached cations,
https://soilwise-he.github.io/soil-health#AttachedIons,attached ions,
https://soilwise-he.github.io/soil-health#AvailableIons,available ions,
https://soilwise-he.github.io/soil-health#AvailableWaterCapacity,available water capacity,
https://soilwise-he.github.io/soil-health#AveragePesticideConsumptionPerUnitAreaOfAgriculturalLand,average pesticide consumption per unit area of agricultural land,
https://soilwise-he.github.io/soil-health#AzonalSoils,azonal soils,
https://soilwise-he.github.io/soil-health#BTEX,,BTEX
https://soilwise-he.github.io/soil-health#Backfills,backfills,
https://soilwise-he.github.io/soil-health#BackgroundConcentrations,background concentrations,
https://soilwise-he.github.io/soil-health#BackgroundLevels,background levels,background values
https://soilwise-he.github.io/soil-health#Bacteria,bacteria,
https://soilwise-he.github.io/soil-health#BacteriaProportion,bacteria proportion,
https://soilwise-he.github.io/soil-health#BacterialBiomass,bacterial biomass,bacteria biomass
https://soilwise-he.github.io/soil-health#Bacterivores,bacterivores,
https://soilwise-he.github.io/soil-health#Badlands,badlands,
https://soilwise-he.github.io/soil-health#BaitlaminaMethod,bait-lamina method,
https://soilwise-he.github.io/soil-health#BaseCationAvailability,base cation availability,
https://soilwise-he.github.io/soil-health#BaseCationLoss,base cation loss,
https://soilwise-he.github.io/soil-health#BaseCations,base cations,
https://soilwise-he.github.io/soil-health#BaseSaturation,base saturation,
https://soilwise-he.github.io/soil-health#BasicElements,basic elements,
https://soilwise-he.github.io/soil-health#BasicSoilParameters,basic soil parameters,
https://soilwise-he.github.io/soil-health#BelowgroundBiologicalActivity,below-ground biological activity,
https://soilwise-he.github.io/soil-health#BelowgroundBiologicalDiversity,below-ground biological diversity,
https://soilwise-he.github.io/soil-health#BelowgroundCompartment,below-ground compartment,
https://soilwise-he.github.io/soil-health#BelowgroundFoodWeb,below-ground food web,
https://soilwise-he.github.io/soil-health#Benzene,benzene,
https://soilwise-he.github.io/soil-health#BindingForces,binding forces,
https://soilwise-he.github.io/soil-health#BiochemicalProcesses,biochemical processes,
https://soilwise-he.github.io/soil-health#Biodiversity,biodiversity,
https://soilwise-he.github.io/soil-health#BiologicalActivity,biological activity,
https://soilwise-he.github.io/soil-health#BiologicalCompressiveProcesses,biological compressive processes,
https://soilwise-he.github.io/soil-health#BiologicalIndicators,biological indicators,
https://soilwise-he.github.io/soil-health#BiologicalProductivity,biological productivity,
https://soilwise-he.github.io/soil-health#BiologicallyMediatedProcesses,biologically mediated processes,
https://soilwise-he.github.io/soil-health#BiomassGrowth,biomass growth,
https://soilwise-he.github.io/soil-health#BiomassProduction,biomass production,
https://soilwise-he.github.io/soil-health#BiomassProductivity,biomass productivity,
https://soilwise-he.github.io/soil-health#Biomaterials,biomaterials,
https://soilwise-he.github.io/soil-health#Bioturbation,bioturbation,
https://soilwise-he.github.io/soil-health#BlockedSoilPores,blocked soil pores,
https://soilwise-he.github.io/soil-health#BlueLight,blue light,
https://soilwise-he.github.io/soil-health#Boron,boron,
https://soilwise-he.github.io/soil-health#BuildingConstruction,building construction,
https://soilwise-he.github.io/soil-health#BuildingLandStock,building land stock,
https://soilwise-he.github.io/soil-health#Buildings,buildings,
https://soilwise-he.github.io/soil-health#BulkDensity,bulk density,
https://soilwise-he.github.io/soil-health#BulkSoils,bulk soils,
https://soilwise-he.github.io/soil-health#CAPIndicators,CAP indicators,
https://soilwise-he.github.io/soil-health#CDynamics,C dynamics,
https://soilwise-he.github.io/soil-health#CO2,,
https://soilwise-he.github.io/soil-health#CO2Loss,CO₂ loss,
https://soilwise-he.github.io/soil-health#CSequestration,C sequestration,
https://soilwise-he.github.io/soil-health#Cadmium,cadmium,
https://soilwise-he.github.io/soil-health#Calcisols,Calcisols,
https://soilwise-he.github.io/soil-health#Calcium,calcium,
https://soilwise-he.github.io/soil-health#CalciumAvailability,calcium availability,
https://soilwise-he.github.io/soil-health#CalciumCations,calcium cations,
https://soilwise-he.github.io/soil-health#CambicLuvisols,cambic luvisols,
https://soilwise-he.github.io/soil-health#Cambisols,Cambisols,
https://soilwise-he.github.io/soil-health#CarParks,car parks,
https://soilwise-he.github.io/soil-health#Carbon,carbon,
https://soilwise-he.github.io/soil-health#CarbonAmount,carbon amount,
https://soilwise-he.github.io/soil-health#CarbonAvailability,carbon availability,
https://soilwise-he.github.io/soil-health#CarbonCycle,carbon cycle,
https://soilwise-he.github.io/soil-health#CarbonInput,carbon input,
https://soilwise-he.github.io/soil-health#CarbonPool,carbon pool,
https://soilwise-he.github.io/soil-health#CarbonSequestration,carbon sequestration,
https://soilwise-he.github.io/soil-health#CarbonSources,carbon sources,
https://soilwise-he.github.io/soil-health#CarbonStocks,carbon stocks,
https://soilwise-he.github.io/soil-health#CarbonStorageCapacity,carbon storage capacity,
https://soilwise-he.github.io/soil-health#Catches,catches,
https://soilwise-he.github.io/soil-health#Catchments,catchments,
https://soilwise-he.github.io/soil-health#CationExchange,cation exchange,
https://soilwise-he.github.io/soil-health#CationExchangeCapacity,cation exchange capacity,
https://soilwise-he.github.io/soil-health#Cemeteries,cemeteries,
https://soilwise-he.github.io/soil-health#ChangesInSoilDepth,changes in soil depth,
https://soilwise-he.github.io/soil-health#ChangesInSoilTexture,changes in soil texture,
https://soilwise-he.github.io/soil-health#Character,character,
https://soilwise-he.github.io/soil-health#ChemicalAbsoluteValue,chemical absolute value,
https://soilwise-he.github.io/soil-health#ChemicalCompressiveProcesses,chemical compressive processes,
https://soilwise-he.github.io/soil-health#ChemicalEquilibrium,chemical equilibrium,
https://soilwise-he.github.io/soil-health#ChemicalImpactsOnSoil,chemical impacts on soil,
https://soilwise-he.github.io/soil-health#ChemicalInput,chemical input,
https://soilwise-he.github.io/soil-health#ChemicalMobility,chemical mobility,
https://soilwise-he.github.io/soil-health#ChemicalPersistence,chemical persistence,
https://soilwise-he.github.io/soil-health#ChemicalStability,chemical stability,
https://soilwise-he.github.io/soil-health#Chernozems,Chernozems,
https://soilwise-he.github.io/soil-health#Chiselling,chiselling,
https://soilwise-he.github.io/soil-health#Chlorophyll,chlorophyll,
https://soilwise-he.github.io/soil-health#Chromium,chromium,
https://soilwise-he.github.io/soil-health#Ciliates,ciliates,
https://soilwise-he.github.io/soil-health#CityAreas,city areas,
https://soilwise-he.github.io/soil-health#Clay,clay,
https://soilwise-he.github.io/soil-health#ClayContent,clay content,
https://soilwise-he.github.io/soil-health#ClayMineralogy,clay mineralogy,
https://soilwise-he.github.io/soil-health#ClayMinerals,clay minerals,
https://soilwise-he.github.io/soil-health#CleanWaterProvision,clean water provision,
https://soilwise-he.github.io/soil-health#Climate,climate,
https://soilwise-he.github.io/soil-health#ClimateBalancing,climate balancing,
https://soilwise-he.github.io/soil-health#ClimateChange,climate change,
https://soilwise-he.github.io/soil-health#ClimateChangeMitigation,climate change mitigation,
https://soilwise-he.github.io/soil-health#ClimateRegulation,climate regulation,
https://soilwise-he.github.io/soil-health#ClimateResilience,climate resilience,
https://soilwise-he.github.io/soil-health#ClimaticChanges,climatic changes,
https://soilwise-he.github.io/soil-health#ClimaticConditions,climatic conditions,
https://soilwise-he.github.io/soil-health#ClimaticOrigin,climatic origin,
https://soilwise-he.github.io/soil-health#CoarseMineralFragmentContent,coarse mineral fragment content,coarse material fraction;rock fragment fraction
https://soilwise-he.github.io/soil-health#Cobalt,cobalt,
https://soilwise-he.github.io/soil-health#ColdWinters,cold winters,
https://soilwise-he.github.io/soil-health#Collembola,collembola,
https://soilwise-he.github.io/soil-health#CollembolaFrequency,collembola frequency,
https://soilwise-he.github.io/soil-health#CommercialAreas,commercial areas,commercial area
https://soilwise-he.github.io/soil-health#CommonAgriculturalPractices,common agricultural practices,
https://soilwise-he.github.io/soil-health#CommonSoilFauna,common soil fauna,
https://soilwise-he.github.io/soil-health#CommonlyRegulatedHeavyMetals,commonly regulated heavy metals,
https://soilwise-he.github.io/soil-health#CommunityTraitsOfRoots,community traits of roots,
https://soilwise-he.github.io/soil-health#CommunityrelatedBiomassOfSoilFauna,community-related biomass of soil fauna,
https://soilwise-he.github.io/soil-health#CompactionProcesses,compaction processes,
https://soilwise-he.github.io/soil-health#CompactionSusceptibility,compaction susceptibility,
https://soilwise-he.github.io/soil-health#CompletelySealedArea,completely sealed area,
https://soilwise-he.github.io/soil-health#ComplexSoilParameters,complex soil parameters,
https://soilwise-he.github.io/soil-health#ComplexSoilPhysicalParameters,complex soil physical parameters,
https://soilwise-he.github.io/soil-health#CompositeSampleAnalyses,composite sample analyses,
https://soilwise-he.github.io/soil-health#Compost,compost,
https://soilwise-he.github.io/soil-health#ConcentationRegulationProcesses,concentration regulation processes,
https://soilwise-he.github.io/soil-health#ConcentratedRunoffAreas,concentrated run-off areas,
https://soilwise-he.github.io/soil-health#Concrete,concrete,
https://soilwise-he.github.io/soil-health#ConditionOfLands,condition of lands,
https://soilwise-he.github.io/soil-health#ConiferousForestStands,coniferous forest stands,
https://soilwise-he.github.io/soil-health#ConiferousForests,coniferous forests,
https://soilwise-he.github.io/soil-health#ConiferousTreeSpecies,coniferous tree species,
https://soilwise-he.github.io/soil-health#ConnectedAreas,connected areas,
https://soilwise-he.github.io/soil-health#Consistency,consistency,
https://soilwise-he.github.io/soil-health#ConstructionSites,construction sites,
https://soilwise-he.github.io/soil-health#Constructions,constructions,
https://soilwise-he.github.io/soil-health#Consumption,consumption,
https://soilwise-he.github.io/soil-health#ContactAreaPressure,contact area pressure,
https://soilwise-he.github.io/soil-health#ContaminantInputs,contaminant inputs,
https://soilwise-he.github.io/soil-health#Contaminants,contaminants,
https://soilwise-he.github.io/soil-health#ContaminatedSiteDetection,contaminated site detection,
https://soilwise-he.github.io/soil-health#ContaminatedSiteManagement,contaminated site management,
https://soilwise-he.github.io/soil-health#ContaminatedSiteRemediation,contaminated site remediation,
https://soilwise-he.github.io/soil-health#ContaminatedSites,contaminated sites,
https://soilwise-he.github.io/soil-health#Contamination,contamination,
https://soilwise-he.github.io/soil-health#Continent,continent,
https://soilwise-he.github.io/soil-health#ContinentalClimate,continental climate,
https://soilwise-he.github.io/soil-health#ContinuousLoading,continuous loading,
https://soilwise-he.github.io/soil-health#ContinuousUrbanFabric,continuous urban fabric,
https://soilwise-he.github.io/soil-health#ConventionallyManagedFields,conventionally managed fields,
https://soilwise-he.github.io/soil-health#CoolSummers,cool summers,
https://soilwise-he.github.io/soil-health#Cooling,cooling,
https://soilwise-he.github.io/soil-health#Copper,copper,
https://soilwise-he.github.io/soil-health#Cottages,cottages,
https://soilwise-he.github.io/soil-health#Country,country,
https://soilwise-he.github.io/soil-health#CoverCrops,cover crops,
https://soilwise-he.github.io/soil-health#CoveredRockyLayers,covered rocky layers,
https://soilwise-he.github.io/soil-health#CriticalConcentrations,critical concentrations,
https://soilwise-he.github.io/soil-health#CriticalExposureValue,critical exposure value,
https://soilwise-he.github.io/soil-health#CriticalLevel,critical level,
https://soilwise-he.github.io/soil-health#CriticalLevelAtPreventiveActivity,critical level at preventive activity,
https://soilwise-he.github.io/soil-health#CriticalLevelAtRestorativeActivity,critical level at restorative activity,
https://soilwise-he.github.io/soil-health#CriticalLevelAtSoilFunctions,critical level at soil functions,
https://soilwise-he.github.io/soil-health#CriticalLimits,critical limits,
https://soilwise-he.github.io/soil-health#CriticalLimitsInFood,critical limits in food,
https://soilwise-he.github.io/soil-health#CriticalLoadOfHeavyMetalContentInSoilsRelatedToDifferentLandUses,critical load of heavy metal content in soils related to different land uses,
https://soilwise-he.github.io/soil-health#CriticalNLeachingRate,critical N leaching rate,
https://soilwise-he.github.io/soil-health#CriticalNLoads,critical N loads,
https://soilwise-he.github.io/soil-health#CriticalSOCContents,critical SOC contents,
https://soilwise-he.github.io/soil-health#CriticalSOCLevels,critical SOC levels,
https://soilwise-he.github.io/soil-health#CriticalSOMLevels,critical SOM levels,
https://soilwise-he.github.io/soil-health#CriticalSoilMoistureLevels,critical soil moisture levels,
https://soilwise-he.github.io/soil-health#CropGrowth,crop growth,
https://soilwise-he.github.io/soil-health#CropProduction,crop production,
https://soilwise-he.github.io/soil-health#CropProductivity,crop productivity,
https://soilwise-he.github.io/soil-health#CropQuality,crop quality,
https://soilwise-he.github.io/soil-health#CropResidueInput,crop residue input,
https://soilwise-he.github.io/soil-health#CropSelection,crop selection,
https://soilwise-he.github.io/soil-health#CropType,crop type,
https://soilwise-he.github.io/soil-health#CropYieldLosses,crop yield losses,
https://soilwise-he.github.io/soil-health#CropYieldResponse,crop yield response,
https://soilwise-he.github.io/soil-health#CropYields,crop yields,crop yield
https://soilwise-he.github.io/soil-health#Cropland,cropland,
https://soilwise-he.github.io/soil-health#Crops,crops,
https://soilwise-he.github.io/soil-health#CultivatedCarbonrichSoils,cultivated carbon-rich soils,
https://soilwise-he.github.io/soil-health#CultivatedSoils,cultivated soils,
https://soilwise-he.github.io/soil-health#CultivatedSoilsInSewageFarms,cultivated soils in sewage farms,
https://soilwise-he.github.io/soil-health#Cultivation,cultivation,
https://soilwise-he.github.io/soil-health#CulturalServices,cultural services,
https://soilwise-he.github.io/soil-health#CurrentHarmfulPractices,current harmful practices,
https://soilwise-he.github.io/soil-health#CurrentSoilManagement,current soil management,
https://soilwise-he.github.io/soil-health#CyclicStress,cyclic stress,
https://soilwise-he.github.io/soil-health#DDT,,DDT
https://soilwise-he.github.io/soil-health#DNAExtraction,DNA extraction,
https://soilwise-he.github.io/soil-health#DNAYield,DNA yield,
https://soilwise-he.github.io/soil-health#DNAbasedBacteriaExtraction,DNA-based bacteria extraction,
https://soilwise-he.github.io/soil-health#DNAbasedFungiExtraction,DNA-based fungi extraction,
https://soilwise-he.github.io/soil-health#DNAbasedNematodeExtraction,DNA-based nematode extraction,
https://soilwise-he.github.io/soil-health#DNAbasedSoilArchaea,DNA-based soil archaea,
https://soilwise-he.github.io/soil-health#DNAbasedSoilBacteria,DNA-based soil bacteria,
https://soilwise-he.github.io/soil-health#DNAbasedSoilFungi,DNA-based soil fungi,
https://soilwise-he.github.io/soil-health#DNAbasedSoilInvertebrates,DNA-based soil invertebrates,
https://soilwise-he.github.io/soil-health#DNAbasedSoilProtists,DNA-based soil protists,
https://soilwise-he.github.io/soil-health#DamSedimentation,dam sedimentation,
https://soilwise-he.github.io/soil-health#Dams,dams,
https://soilwise-he.github.io/soil-health#DarkColors,dark colors,
https://soilwise-he.github.io/soil-health#DatabaseForMetals,database for metals,
https://soilwise-he.github.io/soil-health#DatabaseForOrganicPollutants,database for organic pollutants,
https://soilwise-he.github.io/soil-health#DeadOrganicComponents,dead organic components,
https://soilwise-he.github.io/soil-health#DeciduousForestStands,deciduous forest stands,
https://soilwise-he.github.io/soil-health#DeciduousForests,deciduous forests,
https://soilwise-he.github.io/soil-health#DeciduousTreeSpecies,deciduous tree species,
https://soilwise-he.github.io/soil-health#DeclineInSOCLevels,decline in SOC levels,
https://soilwise-he.github.io/soil-health#DecomposerActivity,decomposer activity,
https://soilwise-he.github.io/soil-health#Decomposition,decomposition,
https://soilwise-he.github.io/soil-health#DecompositionStatus,decomposition status,
https://soilwise-he.github.io/soil-health#DeeperSoilLayers,deeper soil layers,
https://soilwise-he.github.io/soil-health#DeeplyDevelopedSoils,deeply developed soils,
https://soilwise-he.github.io/soil-health#Deformation,deformation,
https://soilwise-he.github.io/soil-health#DegradedLand,degraded land,
https://soilwise-he.github.io/soil-health#DegradedSoilSurfaces,degraded soil surfaces,
https://soilwise-he.github.io/soil-health#DegradedSoils,degraded soils,
https://soilwise-he.github.io/soil-health#Denitrification,denitrification,
https://soilwise-he.github.io/soil-health#Denitrifiers,de-nitrifiers,
https://soilwise-he.github.io/soil-health#DenseTrafficking,dense trafficking,
https://soilwise-he.github.io/soil-health#DensifiedAggregates,densified aggregates,
https://soilwise-he.github.io/soil-health#DensityOfNewUrbanisation,density of new urbanisation,
https://soilwise-he.github.io/soil-health#DerivedSoilProperties,derived soil properties,
https://soilwise-he.github.io/soil-health#Desertification,desertification,
https://soilwise-he.github.io/soil-health#DeskStudy,desk study,
https://soilwise-he.github.io/soil-health#DeterioratingSoilFunctions,deteriorating soil functions,
https://soilwise-he.github.io/soil-health#DevelopedLand,developed land,
https://soilwise-he.github.io/soil-health#Dieldrin,dieldrin,
https://soilwise-he.github.io/soil-health#DiffusePollutedSites,diffuse polluted sites,
https://soilwise-he.github.io/soil-health#DiffusePollutionIndicators,diffuse pollution indicators,
https://soilwise-he.github.io/soil-health#DiffuseSoilPollution,diffuse soil pollution,diffuse pollution
https://soilwise-he.github.io/soil-health#DiffuseSources,diffuse sources,
https://soilwise-he.github.io/soil-health#Digestate,digestate,
https://soilwise-he.github.io/soil-health#DimensionsOfErosionFeatures,dimensions of erosion features,
https://soilwise-he.github.io/soil-health#Dinitrogen,dinitrogen,
https://soilwise-he.github.io/soil-health#Dioxins,dioxins,
https://soilwise-he.github.io/soil-health#DirectConsumptionOfPollutedWater,direct consumption of polluted water,
https://soilwise-he.github.io/soil-health#DirectIndicators,direct indicators,
https://soilwise-he.github.io/soil-health#DiscontinuousUrbanFabric,discontinuous urban fabric,
https://soilwise-he.github.io/soil-health#DispersibleClay,dispersible clay,
https://soilwise-he.github.io/soil-health#DissolvedAluminiumConcentrations,dissolved aluminium concentrations,
https://soilwise-he.github.io/soil-health#DissolvedOrganicMatterFormation,dissolved organic matter formation,
https://soilwise-he.github.io/soil-health#DissolvedTotalInorganicNConcentration,dissolved total inorganic N concentration,
https://soilwise-he.github.io/soil-health#Distribution,distribution,
https://soilwise-he.github.io/soil-health#Disturbance,disturbance,
https://soilwise-he.github.io/soil-health#DiversityOfCollembolans,diversity of collembolans,
https://soilwise-he.github.io/soil-health#DiversityOfEarthworms,diversity of earthworms,
https://soilwise-he.github.io/soil-health#DiversityOfSoilBiotaIndividualGroups,diversity of soil biota individual groups,
https://soilwise-he.github.io/soil-health#Drainage,drainage,
https://soilwise-he.github.io/soil-health#DrainageImprovement,drainage improvement,
https://soilwise-he.github.io/soil-health#DrainageSystemFailure,drainage system failure,
https://soilwise-he.github.io/soil-health#DrainageSystems,drainage systems,
https://soilwise-he.github.io/soil-health#DrainedOrganicSoils,drained organic soils,
https://soilwise-he.github.io/soil-health#DrierConditions,drier conditions,
https://soilwise-he.github.io/soil-health#DrinkingWater,drinking water,
https://soilwise-he.github.io/soil-health#DrinkingWaterPollution,drinking water pollution,
https://soilwise-he.github.io/soil-health#DrinkingWaterQualityStandard,drinking water quality standard,
https://soilwise-he.github.io/soil-health#Driving,driving,
https://soilwise-he.github.io/soil-health#Drought,drought,
https://soilwise-he.github.io/soil-health#DryCleaning,dry cleaning,
https://soilwise-he.github.io/soil-health#DryDeposits,dry deposits,
https://soilwise-he.github.io/soil-health#DrySummers,dry summers,
https://soilwise-he.github.io/soil-health#Drying,drying,
https://soilwise-he.github.io/soil-health#Dumps,dumps,
https://soilwise-he.github.io/soil-health#DustBlownAway,dust blown away,
https://soilwise-he.github.io/soil-health#DustInfiltration,dust infiltration,
